	replicates1	replicates2	replicates3
gene6445	5	11	9
gene6446	13	14	17
gene6447	19	29	25
gene6448	25	27	25
gene6449	29	33	23
gene6450	17	13	22
gene6451	28	22	33
gene6452	23	15	31
gene6453	21	14	19
gene6454	24	25	28
gene6455	20	18	21
gene6456	24	22	24
gene6457	11	20	14
gene6458	22	23	27
gene6459	20	27	22
gene6460	18	25	22
gene6461	19	25	23
gene6462	17	12	15
gene6463	23	41	33
gene6464	26	36	31
gene6465	15	22	13
gene6466	20	14	11
gene6467	8	8	9
gene6468	17	23	21
gene6469	11	13	14
gene6470	16	13	12
gene6471	17	9	11
gene6472	10	12	11
gene6473	13	9	9
gene6474	15	12	14
gene6475	20	25	19
gene6476	41	29	29
gene6477	23	15	18
gene6478	23	17	9
gene6479	28	23	30
gene6480	24	19	25
gene6481	19	17	21
gene6482	28	25	22
gene6483	20	16	27
gene6484	32	27	24
gene6485	26	22	28
gene6486	41	30	43
gene6487	28	18	20
gene6488	13	16	11
gene6489	19	23	20
gene6490	23	28	19
gene6491	21	18	22
gene6492	21	26	16
gene6493	17	30	18
gene6494	23	27	21
gene6495	26	20	18
gene6496	19	16	18
gene6497	18	12	21
gene6498	20	26	16
gene6499	6	6	11
gene6500	21	27	14
gene6501	31	29	25
gene6502	16	19	15
gene6503	28	33	31
gene6504	22	33	24
gene6505	15	8	12
gene6506	29	23	28
gene6507	29	15	30
gene6508	13	9	16
gene6509	19	14	29
gene6510	24	34	25
gene6511	31	15	22
gene6512	4	7	6
gene6513	9	6	18
gene6514	45	41	48
gene6515	15	15	12
gene6516	12	13	11
gene6517	14	18	18
gene6518	23	25	26
gene6519	19	11	22
gene6520	28	22	32
gene6521	12	10	9
gene6522	21	19	20
gene6523	15	24	14
gene6524	7	13	16
gene6525	11	17	21
gene6526	41	35	22
gene6527	15	19	13
gene6528	31	29	26
gene6529	13	27	17
gene6530	20	18	29
gene6531	21	15	21
gene6532	19	21	19
gene6533	14	9	8
gene6534	21	11	29
gene6535	14	25	25
gene6536	11	14	14
gene6537	6	9	6
gene6538	13	14	22
gene6539	13	20	13
gene6540	25	28	28
gene6541	24	29	39
gene6542	10	24	16
gene6543	16	7	10
gene6544	20	20	15
gene6545	31	31	31
gene6546	17	20	17
gene6547	13	23	24
gene6548	17	37	16
gene6549	13	21	17
gene6550	24	20	22
gene6551	26	23	17
gene6552	9	5	10
gene6553	13	12	12
gene6554	16	19	15
gene6555	29	20	18
gene6556	33	30	41
gene6557	9	12	9
gene6558	11	10	10
gene6559	21	36	28
gene6560	19	25	16
gene6561	13	28	15
gene6562	10	10	9
gene6563	16	18	20
gene6564	19	23	21
gene6565	12	16	17
gene6566	13	17	13
gene6567	29	23	21
gene6568	34	39	32
gene6569	23	30	20
gene6570	23	26	18
gene6571	18	21	21
gene6572	17	12	13
gene6573	15	21	13
gene6574	29	17	22
gene6575	35	39	36
gene6576	4	6	11
gene6577	18	22	24
gene6578	22	19	25
gene6579	27	28	22
gene6580	19	11	10
gene6581	17	17	16
gene6582	12	7	10
gene6583	21	28	24
gene6584	19	18	25
gene6585	1	5	6
gene6586	16	15	14
gene6587	21	12	14
gene6588	21	20	16
gene6589	15	19	26
gene6590	23	32	26
gene6591	11	20	14
gene6592	21	17	24
gene6593	15	17	17
gene6594	21	23	27
gene6595	25	23	20
gene6596	7	9	7
gene6597	18	25	17
gene6598	21	7	14
gene6599	29	16	27
gene6600	18	13	15
gene6601	23	17	21
gene6602	16	15	19
gene6603	8	11	8
gene6604	26	23	19
gene6605	15	14	12
gene6606	14	18	20
gene6607	25	23	19
gene6608	15	12	24
gene6609	9	9	5
gene6610	27	19	23
gene6611	17	23	13
gene6612	20	19	18
gene6613	17	20	21
gene6614	15	17	13
gene6615	22	22	16
gene6616	15	17	23
gene6617	12	12	11
gene6618	5	16	12
gene6619	14	9	23
gene6620	20	36	29
gene6621	6	8	8
gene6622	24	17	20
gene6623	9	14	10
gene6624	13	7	11
gene6625	15	22	12
gene6626	11	6	9
gene6627	23	13	13
gene6628	14	15	13
gene6629	14	16	23
gene6630	6	6	7
gene6631	15	13	24
gene6632	22	12	22
gene6633	16	19	15
gene6634	36	21	22
gene6635	11	28	25
gene6636	20	13	12
gene6637	16	21	15
gene6638	15	14	14
gene6639	23	14	19
gene6640	15	16	14
gene6641	20	18	23
gene6642	31	27	25
gene6643	13	15	19
gene6644	32	21	23
gene6645	7	12	17
gene6646	20	20	15
gene6647	18	21	29
gene6648	18	23	22
gene6649	15	19	20
gene6650	19	12	13
gene6651	18	23	29
gene6652	25	17	21
gene6653	17	17	20
gene6654	40	21	24
gene6655	15	16	24
gene6656	21	16	19
gene6657	22	17	17
gene6658	17	25	24
gene6659	20	19	20
gene6660	8	20	21
gene6661	27	31	23
gene6662	11	15	16
gene6663	12	25	12
gene6664	25	26	21
gene6665	23	21	31
gene6666	50	16	27
gene6667	16	25	28
gene6668	22	26	22
gene6669	14	16	21
gene6670	27	31	24
gene6671	4	6	6
gene6672	23	21	19
gene6673	30	20	26
gene6674	35	27	34
gene6675	14	14	16
gene6676	21	21	30
gene6677	26	35	21
gene6678	27	27	23
gene6679	19	19	19
gene6680	13	15	18
gene6681	31	14	31
gene6682	7	8	10
gene6683	53	32	39
gene6684	34	27	32
gene6685	29	18	22
gene6686	17	16	23
gene6687	29	17	20
gene6688	25	18	25
gene6689	18	15	19
gene6690	26	29	23
gene6691	21	22	21
gene6692	9	18	12
gene6693	19	18	27
gene6694	32	32	32
gene6695	13	10	13
gene6696	14	19	25
gene6697	17	13	19
gene6698	32	28	34
gene6699	19	13	17
gene6700	17	15	20
gene6701	16	17	21
gene6702	41	32	54
gene6703	28	23	25
gene6704	11	16	18
gene6705	14	19	21
gene6706	7	12	9
gene6707	13	16	14
gene6708	17	13	19
gene6709	25	4	18
gene6710	14	18	18
gene6711	19	16	21
gene6712	8	9	7
gene6713	21	13	18
gene6714	19	14	10
gene6715	21	34	28
gene6716	18	13	21
gene6717	26	19	22
gene6718	12	10	10
gene6719	28	39	17
gene6720	24	20	24
gene6721	27	24	19
gene6722	13	19	14
gene6723	22	16	20
gene6724	24	25	12
gene6725	18	9	17
gene6726	36	36	21
gene6727	17	21	26
gene6728	20	19	15
gene6729	25	25	19
gene6730	25	19	18
gene6731	19	22	22
gene6732	34	30	34
gene6733	18	14	20
gene6734	21	31	26
gene6735	25	31	24
gene6736	30	18	26
gene6737	20	33	39
gene6738	10	9	14
gene6739	23	24	23
gene6740	25	31	16
gene6741	7	15	17
gene6742	13	14	12
gene6743	24	17	16
gene6744	21	18	17
gene6745	31	37	31
gene6746	19	15	19
gene6747	20	13	31
gene6748	15	13	18
gene6749	15	12	19
gene6750	19	10	18
gene6751	8	15	9
gene6752	32	38	34
gene6753	19	24	25
gene6754	18	20	16
gene6755	16	24	16
gene6756	21	17	25
gene6757	31	28	22
gene6758	14	20	22
gene6759	13	5	15
gene6760	22	19	20
gene6761	34	20	25
gene6762	15	26	22
gene6763	29	18	13
gene6764	32	21	31
gene6765	17	18	14
gene6766	14	6	13
gene6767	30	23	15
gene6768	28	28	24
gene6769	21	9	15
gene6770	12	18	18
gene6771	18	23	23
gene6772	34	26	27
gene6773	14	14	7
gene6774	21	38	31
gene6775	11	13	11
gene6776	40	25	36
gene6777	16	18	16
gene6778	41	24	27
gene6779	17	14	14
gene6780	31	19	30
gene6781	21	14	17
gene6782	20	23	14
gene6783	28	27	16
gene6784	27	23	19
gene6785	4	6	8
gene6786	25	25	30
gene6787	13	23	18
gene6788	17	13	12
gene6789	18	12	21
gene6790	29	27	28
gene6791	24	16	21
gene6792	12	12	12
gene6793	12	26	15
gene6794	12	10	11
gene6795	15	16	17
gene6796	19	19	20
gene6797	16	12	7
gene6798	25	22	28
gene6799	25	40	25
gene6800	12	13	14
gene6801	15	14	18
gene6802	22	29	22
gene6803	7	16	15
gene6804	16	21	25
gene6805	17	17	17
gene6806	9	17	11
gene6807	33	34	23
gene6808	24	26	16
gene6809	18	18	21
gene6810	13	11	21
gene6811	27	25	25
gene6812	17	30	18
gene6813	21	23	18
gene6814	22	21	18
gene6815	23	26	25
gene6816	27	21	26
gene6817	25	24	29
gene6818	11	14	10
gene6819	22	18	27
gene6820	17	23	14
gene6821	14	21	15
gene6822	15	26	24
gene6823	21	19	20
gene6824	18	16	18
gene6825	29	25	34
gene6826	6	4	7
gene6827	23	26	29
gene6828	19	30	31
gene6829	11	6	10
gene6830	24	26	19
gene6831	25	22	23
gene6832	20	10	19
gene6833	6	10	6
gene6834	20	19	16
gene6835	11	9	15
gene6836	35	20	20
gene6837	24	32	35
gene6838	33	39	23
gene6839	19	18	10
gene6840	38	47	30
gene6841	40	25	29
gene6842	3	10	10
gene6843	23	16	22
gene6844	17	23	16
gene6845	20	32	24
gene6846	14	10	25
gene6847	23	16	25
gene6848	15	17	17
gene6849	30	22	24
gene6850	18	14	17
gene6851	12	11	13
gene6852	22	34	19
gene6853	18	23	13
gene6854	17	14	18
gene6855	23	26	23
gene6856	19	26	12
gene6857	12	14	13
gene6858	13	17	11
gene6859	21	32	20
gene6860	35	30	38
gene6861	28	15	30
gene6862	10	7	6
gene6863	18	22	22
gene6864	31	18	24
gene6865	27	16	18
gene6866	20	16	12
gene6867	12	11	8
gene6868	19	21	14
gene6869	19	34	29
gene6870	20	30	31
gene6871	26	31	38
gene6872	29	14	16
gene6873	18	18	16
gene6874	10	7	7
gene6875	28	22	30
gene6876	17	10	15
gene6877	41	22	34
gene6878	25	15	18
gene6879	25	20	26
gene6880	27	21	23
gene6881	26	27	23
gene6882	15	16	23
gene6883	27	18	20
gene6884	24	20	21
gene6885	25	26	20
gene6886	7	14	14
gene6887	21	19	23
gene6888	24	17	20
gene6889	17	20	18
gene6890	2	4	3
gene6891	30	21	20
gene6892	7	11	13
gene6893	19	17	20
gene6894	24	36	30
gene6895	35	34	26
gene6896	38	28	31
gene6897	10	11	5
gene6898	34	28	39
gene6899	26	17	12
gene6900	32	25	26
gene6901	20	18	23
gene6902	22	24	34
gene6903	23	23	36
gene6904	29	27	29
gene6905	31	33	29
gene6906	20	14	25
gene6907	17	10	12
gene6908	25	22	32
gene6909	26	17	21
gene6910	9	16	11
gene6911	43	36	50
gene6912	17	24	23
gene6913	28	9	22
gene6914	20	24	27
gene6915	18	15	18
gene6916	13	3	10
gene6917	17	18	22
gene6918	14	9	10
gene6919	23	21	11
gene6920	23	19	13
gene6921	19	17	23
gene6922	14	18	15
gene6923	13	27	15
gene6924	19	20	16
gene6925	20	18	12
gene6926	14	15	12
gene6927	13	15	10
gene6928	8	21	13
gene6929	12	21	14
gene6930	16	18	19
gene6931	19	21	25
gene6932	13	12	21
gene6933	21	17	27
gene6934	14	20	10
gene6935	28	36	31
gene6936	20	18	19
gene6937	8	15	14
gene6938	27	28	37
gene6939	7	9	11
gene6940	14	12	15
gene6941	10	17	19
gene6942	11	11	8
gene6943	31	34	34
gene6944	9	6	6
gene6945	20	12	12
gene6946	21	19	26
gene6947	20	12	14
gene6948	20	28	37
gene6949	25	17	23
gene6950	13	13	10
gene6951	15	15	26
gene6952	27	31	30
gene6953	35	28	27
gene6954	28	22	23
gene6955	27	29	26
gene6956	18	14	12
gene6957	19	16	16
gene6958	6	13	13
gene6959	28	18	17
gene6960	17	28	15
gene6961	21	19	14
gene6962	17	14	11
gene6963	26	14	15
gene6964	17	19	22
gene6965	9	12	7
gene6966	26	20	20
gene6967	11	14	16
gene6968	33	25	20
gene6969	40	31	32
gene6970	37	33	33
gene6971	15	16	15
gene6972	21	25	20
gene6973	41	42	45
gene6974	17	7	12
gene6975	28	19	22
gene6976	12	16	15
gene6977	9	15	22
gene6978	23	35	24
gene6979	15	17	25
gene6980	20	19	20
gene6981	22	22	17
gene6982	13	16	16
gene6983	20	24	17
gene6984	20	20	6
gene6985	15	17	17
gene6986	20	21	26
gene6987	17	16	20
gene6988	23	26	15
gene6989	32	18	29
gene6990	40	35	19
gene6991	12	11	17
gene6992	16	16	14
gene6993	16	11	6
gene6994	9	6	9
gene6995	11	12	17
gene6996	10	13	19
gene6997	19	19	24
gene6998	15	17	21
gene6999	30	19	18
gene7000	23	13	15
gene7001	15	18	12
gene7002	31	18	19
gene7003	16	22	25
gene7004	22	19	14
gene7005	39	41	31
gene7006	16	16	18
gene7007	9	9	22
gene7008	33	37	32
gene7009	25	30	18
gene7010	28	21	22
gene7011	22	22	22
gene7012	30	21	27
gene7013	17	24	23
gene7014	15	14	16
gene7015	18	23	19
gene7016	22	21	13
gene7017	25	28	22
gene7018	13	11	11
gene7019	22	23	19
gene7020	24	25	25
gene7021	26	25	21
gene7022	18	18	20
gene7023	25	25	20
gene7024	31	32	29
gene7025	32	37	34
gene7026	26	27	21
gene7027	8	12	9
gene7028	22	14	21
gene7029	20	24	28
gene7030	7	10	6
gene7031	22	23	21
gene7032	12	15	13
gene7033	24	15	14
gene7034	35	31	33
gene7035	12	11	18
gene7036	28	23	18
gene7037	23	27	28
gene7038	21	15	19
gene7039	19	14	13
gene7040	17	23	21
gene7041	35	33	30
gene7042	20	15	18
gene7043	7	16	17
gene7044	11	15	17
gene7045	38	17	34
gene7046	13	16	14
gene7047	25	19	18
gene7048	14	24	26
gene7049	23	18	25
gene7050	11	7	13
gene7051	12	17	18
gene7052	29	28	24
gene7053	23	23	31
gene7054	23	13	17
gene7055	28	20	12
gene7056	33	28	20
gene7057	20	17	17
gene7058	21	24	19
gene7059	25	29	22
gene7060	15	13	20
gene7061	33	31	24
gene7062	43	59	50
gene7063	31	25	26
gene7064	27	23	29
gene7065	14	9	11
gene7066	15	21	24
gene7067	19	22	19
gene7068	29	24	29
gene7069	19	34	26
gene7070	34	24	26
gene7071	19	13	16
gene7072	21	31	25
gene7073	20	12	12
gene7074	23	22	25
gene7075	12	22	13
gene7076	7	7	5
gene7077	14	12	15
gene7078	31	25	21
gene7079	17	23	35
gene7080	17	14	15
gene7081	28	25	32
gene7082	8	16	12
gene7083	21	20	15
gene7084	24	29	31
gene7085	21	16	16
gene7086	15	13	20
gene7087	19	20	16
gene7088	13	7	14
gene7089	13	14	15
gene7090	27	20	31
gene7091	21	25	25
gene7092	19	18	20
gene7093	12	16	17
gene7094	19	26	21
gene7095	38	33	30
gene7096	13	16	19
gene7097	14	17	14
gene7098	30	27	36
gene7099	16	16	22
gene7100	13	5	20
gene7101	25	24	21
gene7102	35	39	23
gene7103	17	7	15
gene7104	23	26	15
gene7105	21	27	22
gene7106	26	15	21
gene7107	17	25	17
gene7108	33	28	17
gene7109	13	12	27
gene7110	7	19	17
gene7111	20	18	16
gene7112	11	7	12
gene7113	28	29	20
gene7114	16	22	26
gene7115	18	16	24
gene7116	27	19	20
gene7117	16	20	26
gene7118	35	33	23
gene7119	13	16	6
gene7120	14	13	16
gene7121	21	21	26
gene7122	17	15	20
gene7123	21	20	22
gene7124	19	19	16
gene7125	11	10	11
gene7126	23	31	25
gene7127	8	15	11
gene7128	19	17	20
gene7129	23	20	17
gene7130	25	38	19
gene7131	9	12	9
gene7132	16	21	20
gene7133	16	22	24
gene7134	12	13	15
gene7135	15	12	12
gene7136	18	11	22
gene7137	14	19	23
gene7138	11	21	15
gene7139	11	12	12
gene7140	15	25	15
gene7141	14	15	21
gene7142	19	25	21
gene7143	25	23	35
gene7144	35	33	28
gene7145	13	14	17
gene7146	18	24	24
gene7147	15	24	12
gene7148	11	16	12
gene7149	9	15	20
gene7150	25	20	23
gene7151	22	18	17
gene7152	30	30	27
gene7153	13	14	16
gene7154	26	21	18
gene7155	22	18	26
gene7156	12	18	22
gene7157	16	9	12
gene7158	20	14	16
gene7159	12	11	13
gene7160	13	7	7
gene7161	20	15	15
gene7162	20	5	13
gene7163	17	11	5
gene7164	14	10	9
gene7165	18	10	19
gene7166	16	13	22
gene7167	13	16	6
gene7168	20	26	29
gene7169	25	25	27
gene7170	13	10	9
gene7171	18	24	16
gene7172	15	21	19
gene7173	27	32	26
gene7174	18	12	19
gene7175	14	15	12
gene7176	27	23	32
gene7177	20	14	29
gene7178	15	12	26
gene7179	19	34	27
gene7180	19	27	28
gene7181	24	38	29
gene7182	12	17	21
gene7183	27	20	26
gene7184	12	9	11
gene7185	11	15	11
gene7186	11	16	14
gene7187	20	11	20
gene7188	19	27	18
gene7189	6	18	9
gene7190	30	49	30
gene7191	18	9	21
gene7192	15	9	11
gene7193	25	11	22
gene7194	19	21	23
gene7195	8	9	8
gene7196	19	26	15
gene7197	17	14	16
gene7198	13	20	32
gene7199	27	16	26
gene7200	28	28	26
gene7201	17	14	14
gene7202	22	9	16
gene7203	17	17	18
gene7204	30	20	19
gene7205	25	29	20
gene7206	38	39	37
gene7207	23	17	29
gene7208	27	30	39
gene7209	11	13	10
gene7210	12	16	13
gene7211	17	21	21
gene7212	11	13	17
gene7213	23	25	26
gene7214	22	25	24
gene7215	18	24	21
gene7216	11	9	11
gene7217	36	24	37
gene7218	41	37	29
gene7219	25	13	12
gene7220	20	17	18
gene7221	21	17	12
gene7222	11	9	13
gene7223	22	22	26
gene7224	20	27	19
gene7225	19	16	28
gene7226	29	19	24
gene7227	14	19	23
gene7228	21	18	20
gene7229	14	11	18
gene7230	29	25	25
gene7231	3	4	7
gene7232	10	10	13
gene7233	22	25	23
gene7234	20	13	19
gene7235	25	22	24
gene7236	14	17	12
gene7237	16	22	18
gene7238	7	15	7
gene7239	7	18	9
gene7240	19	20	27
gene7241	22	25	24
gene7242	17	12	17
gene7243	31	20	24
gene7244	22	17	16
gene7245	13	18	16
gene7246	11	14	11
gene7247	14	7	17
gene7248	8	11	13
gene7249	14	20	17
gene7250	11	7	12
gene7251	9	8	12
gene7252	17	13	14
gene7253	17	14	13
gene7254	21	28	14
gene7255	21	28	24
gene7256	28	25	21
gene7257	3	7	14
gene7258	27	32	23
gene7259	25	34	22
gene7260	24	24	13
gene7261	22	14	15
gene7262	14	10	11
gene7263	29	22	31
gene7264	21	13	22
gene7265	12	16	17
gene7266	17	19	16
gene7267	20	29	26
gene7268	13	14	15
gene7269	35	26	27
gene7270	23	21	20
gene7271	15	13	21
gene7272	21	13	15
gene7273	11	18	17
gene7274	14	17	11
gene7275	22	27	25
gene7276	11	18	11
gene7277	7	18	9
gene7278	43	31	34
gene7279	9	10	18
gene7280	27	27	25
gene7281	12	13	9
gene7282	12	15	15
gene7283	33	39	29
gene7284	18	24	19
gene7285	24	18	23
gene7286	29	29	25
gene7287	23	22	31
gene7288	28	27	20
gene7289	21	25	15
gene7290	17	21	23
gene7291	15	10	12
gene7292	10	15	10
gene7293	6	13	12
gene7294	25	30	39
gene7295	10	6	13
gene7296	30	34	32
gene7297	9	18	5
gene7298	24	13	19
gene7299	13	16	13
gene7300	16	24	29
gene7301	16	23	16
gene7302	8	7	10
gene7303	33	24	31
gene7304	20	23	26
gene7305	18	12	19
gene7306	29	35	34
gene7307	19	16	27
gene7308	18	16	17
gene7309	26	25	9
gene7310	24	22	23
gene7311	36	29	34
gene7312	16	6	13
gene7313	26	13	25
gene7314	18	17	13
gene7315	50	42	42
gene7316	22	24	23
gene7317	22	20	24
gene7318	19	15	23
gene7319	18	22	14
gene7320	11	10	8
gene7321	22	19	22
gene7322	21	28	19
gene7323	21	25	19
gene7324	31	33	30
gene7325	15	9	14
gene7326	10	19	23
gene7327	17	13	19
gene7328	20	16	20
gene7329	16	18	22
gene7330	11	19	26
gene7331	27	33	23
gene7332	12	20	27
gene7333	18	17	17
gene7334	16	22	21
gene7335	32	33	37
gene7336	15	20	19
gene7337	37	41	33
gene7338	26	23	30
gene7339	13	13	20
gene7340	21	30	26
gene7341	24	23	36
gene7342	13	10	13
gene7343	5	7	8
gene7344	21	20	22
gene7345	16	23	19
gene7346	24	20	28
gene7347	15	10	14
gene7348	17	25	14
gene7349	12	15	6
gene7350	23	24	22
gene7351	15	16	15
gene7352	38	36	26
gene7353	24	19	14
gene7354	38	29	21
gene7355	4	2	8
gene7356	34	37	38
gene7357	21	29	15
gene7358	16	14	16
gene7359	12	19	16
gene7360	11	15	15
gene7361	14	15	18
gene7362	15	12	19
gene7363	25	23	23
gene7364	6	9	13
gene7365	25	21	27
gene7366	12	19	26
gene7367	36	45	26
gene7368	15	16	13
gene7369	15	17	25
gene7370	21	20	13
gene7371	12	12	15
gene7372	26	35	31
gene7373	20	22	25
gene7374	20	27	16
gene7375	37	30	28
gene7376	18	10	22
gene7377	30	39	29
gene7378	17	30	28
gene7379	31	27	26
gene7380	16	18	14
gene7381	9	7	14
gene7382	26	18	15
gene7383	23	27	27
gene7384	17	19	23
gene7385	11	16	14
gene7386	22	16	30
gene7387	22	19	20
gene7388	19	15	22
gene7389	27	26	36
gene7390	19	22	19
gene7391	24	28	21
gene7392	14	11	4
gene7393	9	11	13
gene7394	8	11	12
gene7395	18	18	18
gene7396	15	16	15
gene7397	34	22	20
gene7398	30	23	27
gene7399	7	7	13
gene7400	23	17	19
gene7401	18	21	29
gene7402	18	11	12
gene7403	11	15	20
gene7404	11	11	15
gene7405	36	39	35
gene7406	11	19	19
gene7407	17	17	20
gene7408	21	24	29
gene7409	12	11	12
gene7410	13	14	10
gene7411	21	22	19
gene7412	23	31	19
gene7413	25	30	42
gene7414	10	21	21
gene7415	17	24	13
gene7416	24	19	14
gene7417	15	16	17
gene7418	15	31	18
gene7419	16	11	11
gene7420	23	25	19
gene7421	24	21	23
gene7422	19	16	23
gene7423	21	29	24
gene7424	24	26	26
gene7425	9	10	17
gene7426	21	20	22
gene7427	27	19	20
gene7428	20	27	30
gene7429	25	32	28
gene7430	4	9	4
gene7431	22	29	22
gene7432	10	11	10
gene7433	17	14	24
gene7434	7	12	23
gene7435	15	15	22
gene7436	21	14	20
gene7437	28	17	16
gene7438	16	20	15
gene7439	28	38	37
gene7440	22	17	16
gene7441	7	16	16
gene7442	27	26	28
gene7443	24	26	18
gene7444	30	25	21
gene7445	25	26	33
gene7446	12	11	6
gene7447	12	12	19
gene7448	10	8	16
gene7449	16	21	29
gene7450	28	23	28
gene7451	27	18	22
gene7452	23	17	22
gene7453	33	27	31
gene7454	21	21	22
gene7455	27	16	19
gene7456	27	25	33
gene7457	14	15	21
gene7458	29	21	27
gene7459	33	27	32
gene7460	17	22	14
gene7461	26	27	26
gene7462	13	15	19
gene7463	24	22	24
gene7464	25	11	26
gene7465	15	31	20
gene7466	30	30	32
gene7467	19	21	24
gene7468	14	15	13
gene7469	17	20	23
gene7470	15	13	18
gene7471	25	18	21
gene7472	21	30	24
gene7473	16	24	23
gene7474	40	31	36
gene7475	26	28	18
gene7476	17	21	19
gene7477	8	10	6
gene7478	36	24	45
gene7479	33	25	19
gene7480	22	18	22
gene7481	18	10	13
gene7482	29	26	29
gene7483	21	17	32
gene7484	23	20	11
gene7485	27	18	23
gene7486	28	26	34
gene7487	23	15	20
gene7488	10	14	17
gene7489	12	8	12
gene7490	19	16	20
gene7491	7	5	8
gene7492	17	14	24
gene7493	14	18	17
gene7494	12	21	22
gene7495	22	19	15
gene7496	15	8	11
gene7497	6	8	6
gene7498	17	18	15
gene7499	15	14	21
gene7500	8	8	12
gene7501	21	29	16
gene7502	14	27	24
gene7503	34	27	19
gene7504	18	28	24
gene7505	24	14	15
gene7506	24	33	24
gene7507	20	14	14
gene7508	19	28	16
gene7509	30	26	27
gene7510	21	17	26
gene7511	19	23	21
gene7512	24	28	25
gene7513	14	18	14
gene7514	15	9	9
gene7515	16	13	15
gene7516	10	10	17
gene7517	9	9	8
gene7518	27	23	27
gene7519	8	16	15
gene7520	17	17	18
gene7521	28	24	27
gene7522	18	17	25
gene7523	21	21	19
gene7524	23	25	18
gene7525	20	8	10
gene7526	25	25	20
gene7527	27	23	23
gene7528	26	28	18
gene7529	22	16	22
gene7530	10	6	8
gene7531	23	23	25
gene7532	14	18	15
gene7533	20	19	16
gene7534	19	16	18
gene7535	24	28	29
gene7536	17	18	14
gene7537	14	18	17
gene7538	22	18	21
gene7539	20	20	22
gene7540	20	23	29
gene7541	13	17	13
gene7542	28	30	25
gene7543	12	11	18
gene7544	23	12	20
gene7545	24	29	27
gene7546	11	23	12
gene7547	27	20	26
gene7548	24	18	14
gene7549	21	15	19
gene7550	26	22	22
gene7551	20	16	25
gene7552	19	15	20
gene7553	26	24	25
gene7554	31	32	34
gene7555	21	17	15
gene7556	23	25	27
gene7557	25	15	24
gene7558	12	17	15
gene7559	21	17	26
gene7560	13	17	24
gene7561	25	24	27
gene7562	38	28	28
gene7563	18	13	26
gene7564	32	29	35
gene7565	12	8	18
gene7566	9	8	8
gene7567	29	30	42
gene7568	25	27	27
gene7569	21	23	13
gene7570	22	17	11
gene7571	15	17	8
gene7572	13	15	25
gene7573	14	26	13
gene7574	22	24	29
gene7575	23	15	21
gene7576	14	14	17
gene7577	29	27	24
gene7578	10	13	13
gene7579	31	23	43
gene7580	20	20	22
gene7581	21	20	21
gene7582	24	22	17
gene7583	20	29	16
gene7584	14	13	7
gene7585	14	12	17
gene7586	21	17	17
gene7587	14	7	20
gene7588	30	27	22
gene7589	21	31	22
gene7590	14	11	11
gene7591	21	25	27
gene7592	18	6	15
gene7593	10	12	9
gene7594	13	17	11
gene7595	20	28	19
gene7596	24	29	32
gene7597	9	14	13
gene7598	11	4	11
gene7599	12	14	14
gene7600	22	26	19
gene7601	15	23	16
gene7602	20	17	15
gene7603	21	18	26
gene7604	35	35	23
gene7605	20	25	16
gene7606	14	13	5
gene7607	3	2	3
gene7608	12	12	11
gene7609	21	33	22
gene7610	34	39	25
gene7611	7	3	7
gene7612	12	17	14
gene7613	16	13	12
gene7614	21	14	18
gene7615	28	25	19
gene7616	8	9	10
gene7617	20	18	16
gene7618	20	23	20
gene7619	13	15	12
gene7620	30	32	16
gene7621	13	19	23
gene7622	12	8	10
gene7623	30	24	21
gene7624	23	27	23
gene7625	13	19	11
gene7626	25	27	13
gene7627	31	17	21
gene7628	10	13	13
gene7629	11	12	8
gene7630	36	42	43
gene7631	17	12	24
gene7632	24	29	25
gene7633	18	13	20
gene7634	14	13	16
gene7635	24	19	24
gene7636	27	21	29
gene7637	37	39	46
gene7638	20	25	23
gene7639	14	17	9
gene7640	6	7	19
gene7641	28	28	23
gene7642	19	16	17
gene7643	22	25	24
gene7644	15	17	19
gene7645	14	26	18
gene7646	16	15	19
gene7647	20	19	16
gene7648	23	29	22
gene7649	20	25	20
gene7650	30	20	20
gene7651	25	19	26
gene7652	22	29	25
gene7653	20	24	19
gene7654	14	20	18
gene7655	18	11	18
gene7656	26	28	28
gene7657	19	15	14
gene7658	14	30	29
gene7659	33	23	28
gene7660	6	13	13
gene7661	5	7	4
gene7662	6	21	19
gene7663	7	4	2
gene7664	18	26	16
gene7665	24	28	20
gene7666	16	16	12
gene7667	22	32	29
gene7668	11	11	10
gene7669	20	20	18
gene7670	20	24	19
gene7671	20	18	35
gene7672	17	18	15
gene7673	13	21	7
gene7674	17	21	25
gene7675	14	14	19
gene7676	14	15	25
gene7677	19	14	25
gene7678	14	13	20
gene7679	17	15	19
gene7680	24	27	34
gene7681	25	32	30
gene7682	6	13	7
gene7683	12	19	14
gene7684	30	28	43
gene7685	24	21	20
gene7686	24	27	21
gene7687	26	25	23
gene7688	9	18	13
gene7689	19	25	21
gene7690	17	28	28
gene7691	12	10	15
gene7692	13	7	17
gene7693	18	20	19
gene7694	12	10	10
gene7695	23	23	14
gene7696	14	13	15
gene7697	23	17	17
gene7698	10	17	13
gene7699	16	11	30
gene7700	16	29	19
gene7701	20	21	17
gene7702	21	26	16
gene7703	24	33	25
gene7704	12	16	21
gene7705	11	19	17
gene7706	16	23	14
gene7707	16	14	16
gene7708	14	24	33
gene7709	33	36	26
gene7710	26	18	24
gene7711	13	16	20
gene7712	41	43	30
gene7713	39	32	31
gene7714	9	15	13
gene7715	15	29	18
