	replicates1	replicates2	replicates3
gene6445	8	3	7
gene6446	13	23	10
gene6447	28	24	22
gene6448	19	25	19
gene6449	25	25	24
gene6450	16	16	19
gene6451	28	25	22
gene6452	21	16	30
gene6453	25	22	18
gene6454	33	30	32
gene6455	19	22	17
gene6456	25	23	24
gene6457	15	10	17
gene6458	25	17	27
gene6459	26	34	22
gene6460	14	22	25
gene6461	12	18	23
gene6462	5	14	18
gene6463	35	28	36
gene6464	26	21	27
gene6465	14	12	19
gene6466	10	13	21
gene6467	13	8	7
gene6468	17	23	21
gene6469	14	16	11
gene6470	15	9	13
gene6471	20	18	18
gene6472	25	13	11
gene6473	15	14	12
gene6474	8	10	16
gene6475	24	16	18
gene6476	28	30	33
gene6477	20	16	21
gene6478	17	11	16
gene6479	27	24	25
gene6480	22	25	31
gene6481	16	13	19
gene6482	21	19	25
gene6483	15	27	24
gene6484	25	24	30
gene6485	23	27	34
gene6486	29	22	26
gene6487	17	26	24
gene6488	16	14	16
gene6489	18	23	18
gene6490	21	12	21
gene6491	24	29	17
gene6492	31	24	16
gene6493	29	31	29
gene6494	29	27	26
gene6495	26	26	25
gene6496	11	12	18
gene6497	13	17	12
gene6498	31	22	24
gene6499	10	11	11
gene6500	23	25	27
gene6501	39	33	25
gene6502	17	24	16
gene6503	40	40	34
gene6504	22	15	26
gene6505	7	15	9
gene6506	24	24	28
gene6507	30	19	22
gene6508	12	16	12
gene6509	30	26	17
gene6510	24	26	38
gene6511	21	15	15
gene6512	14	8	4
gene6513	16	17	23
gene6514	46	49	53
gene6515	5	9	11
gene6516	16	7	10
gene6517	19	14	19
gene6518	35	32	26
gene6519	22	19	15
gene6520	20	23	17
gene6521	14	12	18
gene6522	24	14	17
gene6523	22	17	18
gene6524	9	17	8
gene6525	23	28	14
gene6526	24	34	25
gene6527	22	18	8
gene6528	41	22	32
gene6529	28	11	15
gene6530	26	25	27
gene6531	23	11	20
gene6532	21	21	19
gene6533	19	7	9
gene6534	17	22	26
gene6535	25	30	27
gene6536	12	12	11
gene6537	7	5	11
gene6538	18	17	10
gene6539	14	18	17
gene6540	20	23	25
gene6541	28	25	35
gene6542	11	14	21
gene6543	16	14	17
gene6544	21	22	19
gene6545	31	35	35
gene6546	7	18	15
gene6547	16	23	15
gene6548	21	22	15
gene6549	22	19	17
gene6550	29	36	16
gene6551	28	28	24
gene6552	12	9	10
gene6553	14	14	8
gene6554	20	11	18
gene6555	24	27	17
gene6556	32	29	23
gene6557	18	16	12
gene6558	10	13	8
gene6559	23	31	34
gene6560	12	13	18
gene6561	17	14	15
gene6562	12	9	3
gene6563	18	22	13
gene6564	16	20	16
gene6565	17	17	9
gene6566	14	20	11
gene6567	22	31	20
gene6568	41	44	31
gene6569	31	30	23
gene6570	18	26	19
gene6571	23	22	21
gene6572	14	14	10
gene6573	18	26	12
gene6574	21	18	8
gene6575	32	36	29
gene6576	9	6	13
gene6577	20	24	17
gene6578	16	15	19
gene6579	28	25	28
gene6580	18	18	10
gene6581	23	15	13
gene6582	9	8	9
gene6583	13	23	15
gene6584	23	12	13
gene6585	14	8	5
gene6586	20	10	10
gene6587	19	17	20
gene6588	11	19	14
gene6589	19	22	16
gene6590	36	23	31
gene6591	17	19	18
gene6592	18	16	22
gene6593	12	14	17
gene6594	17	18	13
gene6595	21	24	23
gene6596	9	10	6
gene6597	17	28	26
gene6598	16	11	18
gene6599	17	24	34
gene6600	16	14	20
gene6601	17	18	20
gene6602	17	14	12
gene6603	7	10	5
gene6604	25	17	22
gene6605	23	21	18
gene6606	14	23	19
gene6607	23	23	22
gene6608	21	13	12
gene6609	8	14	6
gene6610	33	25	23
gene6611	16	13	21
gene6612	17	20	25
gene6613	26	21	29
gene6614	11	11	16
gene6615	21	23	20
gene6616	23	16	23
gene6617	12	7	11
gene6618	13	12	14
gene6619	14	14	13
gene6620	19	25	28
gene6621	9	11	6
gene6622	16	29	16
gene6623	11	9	10
gene6624	12	6	8
gene6625	10	21	12
gene6626	11	14	8
gene6627	10	11	6
gene6628	11	7	16
gene6629	18	19	11
gene6630	7	5	5
gene6631	10	20	15
gene6632	20	16	25
gene6633	19	19	17
gene6634	39	26	36
gene6635	23	22	23
gene6636	14	11	5
gene6637	14	14	19
gene6638	15	23	24
gene6639	24	15	15
gene6640	13	22	21
gene6641	27	18	17
gene6642	20	33	24
gene6643	19	13	25
gene6644	26	25	30
gene6645	7	15	10
gene6646	19	19	17
gene6647	19	17	22
gene6648	26	18	30
gene6649	19	15	11
gene6650	18	20	12
gene6651	17	20	18
gene6652	21	22	21
gene6653	20	15	14
gene6654	25	28	29
gene6655	16	19	19
gene6656	13	13	19
gene6657	21	31	29
gene6658	23	19	22
gene6659	13	26	19
gene6660	17	10	13
gene6661	27	19	28
gene6662	20	9	11
gene6663	17	13	12
gene6664	21	18	18
gene6665	31	19	25
gene6666	37	34	35
gene6667	26	19	17
gene6668	22	15	24
gene6669	14	13	10
gene6670	20	29	20
gene6671	4	4	8
gene6672	26	19	27
gene6673	22	24	30
gene6674	50	29	23
gene6675	23	23	22
gene6676	26	22	21
gene6677	21	23	34
gene6678	32	33	24
gene6679	18	25	23
gene6680	19	17	14
gene6681	28	20	26
gene6682	10	15	12
gene6683	38	30	30
gene6684	37	32	42
gene6685	32	24	28
gene6686	12	16	16
gene6687	20	11	15
gene6688	26	27	30
gene6689	17	16	23
gene6690	24	17	21
gene6691	21	20	21
gene6692	12	15	11
gene6693	23	28	33
gene6694	28	25	19
gene6695	12	11	18
gene6696	22	16	23
gene6697	21	13	14
gene6698	32	20	31
gene6699	22	20	28
gene6700	14	18	18
gene6701	23	25	21
gene6702	36	35	35
gene6703	26	30	25
gene6704	20	12	25
gene6705	20	14	17
gene6706	15	7	3
gene6707	16	18	15
gene6708	10	9	15
gene6709	18	15	9
gene6710	19	16	22
gene6711	18	13	20
gene6712	12	10	11
gene6713	23	21	16
gene6714	13	18	17
gene6715	37	30	25
gene6716	17	14	19
gene6717	28	19	26
gene6718	12	15	13
gene6719	27	32	16
gene6720	25	31	33
gene6721	28	29	29
gene6722	9	18	18
gene6723	13	14	12
gene6724	21	21	15
gene6725	14	11	20
gene6726	15	20	28
gene6727	28	23	27
gene6728	17	20	23
gene6729	12	22	25
gene6730	12	12	15
gene6731	23	22	22
gene6732	30	34	34
gene6733	18	21	20
gene6734	18	23	21
gene6735	27	30	14
gene6736	21	24	26
gene6737	19	18	27
gene6738	4	12	13
gene6739	28	27	21
gene6740	32	34	31
gene6741	17	11	18
gene6742	19	10	14
gene6743	28	13	20
gene6744	20	14	20
gene6745	32	40	46
gene6746	16	19	19
gene6747	14	33	27
gene6748	18	18	18
gene6749	14	18	15
gene6750	14	12	15
gene6751	11	9	13
gene6752	36	28	38
gene6753	23	20	20
gene6754	19	22	16
gene6755	16	17	37
gene6756	20	18	22
gene6757	20	32	27
gene6758	19	18	16
gene6759	11	11	10
gene6760	25	24	22
gene6761	15	20	25
gene6762	20	18	22
gene6763	26	15	26
gene6764	25	23	28
gene6765	22	10	13
gene6766	16	18	12
gene6767	21	23	24
gene6768	22	26	32
gene6769	9	15	16
gene6770	22	17	18
gene6771	23	18	24
gene6772	23	23	38
gene6773	10	14	10
gene6774	20	24	34
gene6775	13	13	9
gene6776	27	31	27
gene6777	16	22	16
gene6778	35	33	35
gene6779	23	19	11
gene6780	35	25	19
gene6781	18	18	13
gene6782	25	14	22
gene6783	34	29	31
gene6784	32	30	21
gene6785	6	8	10
gene6786	25	15	22
gene6787	19	15	20
gene6788	21	14	17
gene6789	18	18	23
gene6790	31	25	41
gene6791	21	19	16
gene6792	8	14	12
gene6793	12	9	11
gene6794	13	11	20
gene6795	18	22	19
gene6796	22	23	14
gene6797	15	10	7
gene6798	30	25	22
gene6799	31	36	38
gene6800	9	13	10
gene6801	16	18	6
gene6802	27	21	24
gene6803	8	18	11
gene6804	21	18	25
gene6805	19	11	29
gene6806	12	16	19
gene6807	26	30	30
gene6808	16	20	20
gene6809	13	18	15
gene6810	21	26	15
gene6811	23	22	28
gene6812	24	29	28
gene6813	16	15	18
gene6814	25	20	20
gene6815	22	31	25
gene6816	24	26	23
gene6817	32	37	25
gene6818	11	14	8
gene6819	25	23	23
gene6820	24	21	14
gene6821	22	21	17
gene6822	21	16	26
gene6823	13	16	9
gene6824	19	13	20
gene6825	27	22	28
gene6826	10	5	5
gene6827	32	19	27
gene6828	34	24	38
gene6829	10	12	8
gene6830	18	22	16
gene6831	25	18	28
gene6832	10	23	25
gene6833	12	11	10
gene6834	15	21	17
gene6835	15	3	17
gene6836	15	14	15
gene6837	49	26	29
gene6838	27	28	26
gene6839	20	15	14
gene6840	35	27	39
gene6841	44	30	45
gene6842	6	11	9
gene6843	19	30	28
gene6844	13	21	16
gene6845	30	22	28
gene6846	19	25	19
gene6847	29	19	16
gene6848	15	22	11
gene6849	28	17	21
gene6850	16	13	16
gene6851	13	11	21
gene6852	13	23	27
gene6853	16	18	17
gene6854	20	16	15
gene6855	16	28	20
gene6856	14	17	18
gene6857	13	10	18
gene6858	14	14	15
gene6859	25	22	18
gene6860	31	33	31
gene6861	23	28	17
gene6862	10	7	8
gene6863	24	21	24
gene6864	25	41	21
gene6865	19	19	18
gene6866	19	11	13
gene6867	11	9	8
gene6868	29	17	14
gene6869	25	24	24
gene6870	27	35	17
gene6871	33	20	32
gene6872	22	14	19
gene6873	21	21	17
gene6874	11	5	7
gene6875	24	23	25
gene6876	14	9	13
gene6877	27	26	25
gene6878	21	27	25
gene6879	34	29	28
gene6880	15	25	37
gene6881	22	11	22
gene6882	23	12	30
gene6883	28	21	25
gene6884	16	21	17
gene6885	20	17	23
gene6886	18	19	10
gene6887	12	16	18
gene6888	22	26	18
gene6889	21	22	14
gene6890	1	6	8
gene6891	19	23	19
gene6892	13	7	13
gene6893	19	18	23
gene6894	16	26	25
gene6895	39	35	38
gene6896	25	25	30
gene6897	10	13	16
gene6898	28	25	39
gene6899	17	13	14
gene6900	24	22	34
gene6901	16	21	26
gene6902	24	26	18
gene6903	20	22	27
gene6904	25	33	17
gene6905	30	27	24
gene6906	29	27	20
gene6907	8	12	17
gene6908	35	22	33
gene6909	22	17	20
gene6910	13	8	7
gene6911	46	43	34
gene6912	18	15	25
gene6913	28	32	34
gene6914	21	13	20
gene6915	15	13	19
gene6916	7	8	10
gene6917	25	27	21
gene6918	10	4	14
gene6919	22	10	16
gene6920	6	19	9
gene6921	25	30	30
gene6922	20	17	17
gene6923	24	24	27
gene6924	20	21	17
gene6925	22	22	14
gene6926	12	14	11
gene6927	17	14	10
gene6928	16	17	20
gene6929	18	16	11
gene6930	21	19	18
gene6931	17	16	30
gene6932	11	14	12
gene6933	19	23	25
gene6934	16	21	17
gene6935	24	33	27
gene6936	22	11	11
gene6937	12	15	15
gene6938	27	39	33
gene6939	9	13	13
gene6940	15	11	19
gene6941	22	17	17
gene6942	15	15	15
gene6943	27	34	35
gene6944	11	9	12
gene6945	10	12	6
gene6946	20	19	29
gene6947	14	19	9
gene6948	28	26	26
gene6949	19	22	22
gene6950	11	15	9
gene6951	19	21	22
gene6952	25	39	14
gene6953	24	34	31
gene6954	29	24	22
gene6955	22	29	26
gene6956	9	9	10
gene6957	13	7	17
gene6958	10	7	9
gene6959	16	22	20
gene6960	23	19	22
gene6961	21	27	20
gene6962	6	16	17
gene6963	23	17	29
gene6964	19	14	20
gene6965	18	14	5
gene6966	33	27	23
gene6967	22	23	9
gene6968	23	22	28
gene6969	33	30	29
gene6970	33	19	34
gene6971	19	12	13
gene6972	42	18	27
gene6973	41	32	30
gene6974	11	10	9
gene6975	19	19	24
gene6976	20	10	9
gene6977	11	14	14
gene6978	37	25	26
gene6979	19	23	15
gene6980	18	15	20
gene6981	22	16	19
gene6982	22	17	15
gene6983	19	15	15
gene6984	22	16	22
gene6985	16	14	21
gene6986	15	10	17
gene6987	15	21	20
gene6988	8	27	16
gene6989	26	18	25
gene6990	42	21	35
gene6991	14	18	12
gene6992	13	18	12
gene6993	12	13	12
gene6994	7	12	11
gene6995	11	16	11
gene6996	14	11	13
gene6997	29	22	21
gene6998	20	16	20
gene6999	21	26	34
gene7000	7	14	15
gene7001	31	13	18
gene7002	24	25	17
gene7003	22	29	32
gene7004	17	12	25
gene7005	32	33	22
gene7006	22	17	14
gene7007	29	31	17
gene7008	34	29	29
gene7009	40	30	29
gene7010	23	25	19
gene7011	21	26	19
gene7012	30	30	26
gene7013	18	19	26
gene7014	21	20	10
gene7015	24	21	29
gene7016	28	22	13
gene7017	21	23	17
gene7018	10	15	14
gene7019	15	18	25
gene7020	22	30	39
gene7021	40	22	20
gene7022	14	14	24
gene7023	28	23	25
gene7024	35	25	35
gene7025	47	37	32
gene7026	18	10	17
gene7027	7	7	12
gene7028	23	16	11
gene7029	22	28	31
gene7030	11	6	10
gene7031	10	31	14
gene7032	10	13	13
gene7033	17	15	15
gene7034	34	24	30
gene7035	14	14	13
gene7036	23	29	26
gene7037	18	22	27
gene7038	15	19	19
gene7039	17	13	13
gene7040	21	14	17
gene7041	27	20	26
gene7042	8	12	12
gene7043	14	20	16
gene7044	15	15	18
gene7045	32	23	31
gene7046	18	19	14
gene7047	18	23	9
gene7048	22	21	26
gene7049	21	15	16
gene7050	13	8	18
gene7051	11	6	19
gene7052	30	24	22
gene7053	17	19	21
gene7054	25	27	29
gene7055	18	14	20
gene7056	27	32	31
gene7057	23	23	10
gene7058	20	19	23
gene7059	34	23	23
gene7060	17	23	16
gene7061	25	39	30
gene7062	39	43	49
gene7063	31	21	23
gene7064	34	25	22
gene7065	11	9	20
gene7066	28	19	16
gene7067	22	32	23
gene7068	17	17	21
gene7069	39	35	30
gene7070	27	32	37
gene7071	13	27	12
gene7072	28	20	24
gene7073	20	10	11
gene7074	24	22	30
gene7075	19	27	18
gene7076	5	7	4
gene7077	21	18	11
gene7078	27	25	22
gene7079	26	25	22
gene7080	25	7	15
gene7081	34	37	32
gene7082	8	10	12
gene7083	15	17	17
gene7084	27	20	17
gene7085	21	13	22
gene7086	15	10	13
gene7087	20	23	20
gene7088	16	13	8
gene7089	12	16	16
gene7090	27	28	30
gene7091	19	19	16
gene7092	33	35	17
gene7093	15	14	18
gene7094	20	27	14
gene7095	27	32	27
gene7096	18	22	16
gene7097	18	13	21
gene7098	32	34	41
gene7099	19	30	18
gene7100	10	7	10
gene7101	21	19	19
gene7102	28	29	25
gene7103	19	22	18
gene7104	19	12	23
gene7105	27	21	31
gene7106	18	23	21
gene7107	22	28	24
gene7108	25	26	16
gene7109	19	18	14
gene7110	14	18	16
gene7111	20	32	27
gene7112	14	11	20
gene7113	31	26	35
gene7114	16	16	16
gene7115	22	15	20
gene7116	28	28	21
gene7117	28	30	35
gene7118	39	33	37
gene7119	19	7	21
gene7120	21	15	12
gene7121	33	27	33
gene7122	11	2	12
gene7123	27	25	28
gene7124	24	14	15
gene7125	11	7	8
gene7126	17	28	31
gene7127	11	9	15
gene7128	17	17	18
gene7129	16	20	20
gene7130	25	35	28
gene7131	11	16	11
gene7132	17	13	15
gene7133	17	18	17
gene7134	14	8	11
gene7135	13	10	13
gene7136	17	18	18
gene7137	8	22	6
gene7138	14	20	17
gene7139	18	7	17
gene7140	28	17	11
gene7141	14	16	13
gene7142	21	29	20
gene7143	26	35	20
gene7144	25	38	27
gene7145	22	25	21
gene7146	16	21	15
gene7147	21	13	20
gene7148	19	23	15
gene7149	8	19	20
gene7150	17	27	29
gene7151	17	17	18
gene7152	29	39	35
gene7153	14	14	16
gene7154	21	19	20
gene7155	21	12	22
gene7156	20	21	17
gene7157	13	12	9
gene7158	6	17	10
gene7159	9	13	19
gene7160	13	10	9
gene7161	21	11	26
gene7162	10	13	13
gene7163	9	16	13
gene7164	13	11	7
gene7165	16	12	14
gene7166	16	15	15
gene7167	19	20	11
gene7168	24	24	20
gene7169	15	21	17
gene7170	10	8	6
gene7171	16	25	20
gene7172	22	30	23
gene7173	35	29	30
gene7174	12	22	10
gene7175	9	4	13
gene7176	20	29	27
gene7177	19	19	17
gene7178	17	11	16
gene7179	30	15	21
gene7180	17	22	27
gene7181	23	25	23
gene7182	24	22	22
gene7183	20	33	25
gene7184	13	11	10
gene7185	15	11	13
gene7186	9	22	14
gene7187	25	17	11
gene7188	16	19	22
gene7189	9	11	11
gene7190	24	30	37
gene7191	12	13	9
gene7192	8	14	10
gene7193	16	25	14
gene7194	28	17	21
gene7195	9	5	13
gene7196	31	32	26
gene7197	17	15	17
gene7198	28	19	37
gene7199	19	19	16
gene7200	20	26	20
gene7201	17	13	19
gene7202	17	17	15
gene7203	16	10	19
gene7204	21	28	18
gene7205	24	15	18
gene7206	39	37	22
gene7207	20	21	18
gene7208	31	20	25
gene7209	17	10	11
gene7210	15	17	14
gene7211	18	14	15
gene7212	14	25	21
gene7213	34	29	21
gene7214	17	17	19
gene7215	28	22	24
gene7216	16	5	6
gene7217	41	18	27
gene7218	35	36	39
gene7219	28	22	20
gene7220	15	26	31
gene7221	14	9	13
gene7222	8	7	7
gene7223	22	23	14
gene7224	26	26	38
gene7225	24	30	22
gene7226	18	27	28
gene7227	17	21	21
gene7228	16	19	19
gene7229	13	16	6
gene7230	21	21	13
gene7231	4	1	1
gene7232	14	13	11
gene7233	26	27	20
gene7234	14	19	19
gene7235	27	33	19
gene7236	24	12	19
gene7237	13	15	15
gene7238	10	14	9
gene7239	13	11	11
gene7240	26	19	29
gene7241	27	17	28
gene7242	19	18	18
gene7243	18	14	24
gene7244	15	25	19
gene7245	5	21	19
gene7246	23	10	9
gene7247	11	22	17
gene7248	11	12	13
gene7249	13	18	19
gene7250	10	12	19
gene7251	11	8	12
gene7252	13	14	23
gene7253	14	13	15
gene7254	25	22	25
gene7255	27	20	21
gene7256	19	25	25
gene7257	11	8	20
gene7258	18	35	29
gene7259	35	31	24
gene7260	24	28	19
gene7261	25	13	10
gene7262	12	7	15
gene7263	25	25	31
gene7264	19	22	15
gene7265	10	10	11
gene7266	13	18	16
gene7267	23	24	18
gene7268	12	16	9
gene7269	29	42	41
gene7270	24	20	29
gene7271	18	21	27
gene7272	21	12	15
gene7273	12	18	20
gene7274	16	18	26
gene7275	29	15	27
gene7276	9	9	15
gene7277	12	7	9
gene7278	37	25	31
gene7279	13	11	13
gene7280	25	19	21
gene7281	13	12	22
gene7282	20	14	14
gene7283	31	18	34
gene7284	17	22	23
gene7285	21	19	26
gene7286	23	28	36
gene7287	22	32	27
gene7288	12	24	27
gene7289	21	23	22
gene7290	24	21	12
gene7291	11	7	8
gene7292	16	18	13
gene7293	9	8	4
gene7294	36	33	33
gene7295	6	8	11
gene7296	36	36	46
gene7297	14	12	16
gene7298	15	18	16
gene7299	17	15	10
gene7300	32	19	23
gene7301	21	15	15
gene7302	9	4	7
gene7303	25	24	25
gene7304	30	19	26
gene7305	14	15	20
gene7306	35	31	25
gene7307	13	14	31
gene7308	19	16	9
gene7309	16	18	24
gene7310	26	37	14
gene7311	27	33	24
gene7312	15	13	8
gene7313	33	22	17
gene7314	19	12	5
gene7315	45	32	38
gene7316	18	18	26
gene7317	22	23	19
gene7318	25	21	30
gene7319	11	9	17
gene7320	10	8	8
gene7321	28	20	15
gene7322	27	30	23
gene7323	18	22	25
gene7324	34	32	32
gene7325	12	10	3
gene7326	15	13	19
gene7327	27	20	30
gene7328	19	25	29
gene7329	17	26	22
gene7330	24	16	22
gene7331	35	29	31
gene7332	22	17	27
gene7333	9	16	13
gene7334	19	18	19
gene7335	37	28	33
gene7336	19	15	19
gene7337	18	34	38
gene7338	13	16	19
gene7339	21	19	22
gene7340	16	21	22
gene7341	27	32	28
gene7342	13	14	15
gene7343	7	6	10
gene7344	20	21	14
gene7345	21	18	32
gene7346	23	31	23
gene7347	13	13	18
gene7348	18	25	25
gene7349	15	10	11
gene7350	22	26	23
gene7351	14	13	12
gene7352	29	41	35
gene7353	17	18	19
gene7354	21	32	33
gene7355	4	7	4
gene7356	42	40	32
gene7357	27	13	13
gene7358	11	22	18
gene7359	13	22	15
gene7360	24	20	17
gene7361	19	14	21
gene7362	19	8	16
gene7363	23	21	21
gene7364	15	6	15
gene7365	22	25	24
gene7366	16	17	18
gene7367	38	41	29
gene7368	11	14	16
gene7369	22	23	20
gene7370	10	15	10
gene7371	19	19	15
gene7372	26	24	28
gene7373	23	28	23
gene7374	19	22	25
gene7375	32	23	34
gene7376	26	17	12
gene7377	36	32	26
gene7378	20	21	21
gene7379	26	24	21
gene7380	21	22	23
gene7381	16	12	7
gene7382	23	16	20
gene7383	19	18	21
gene7384	27	17	14
gene7385	17	11	8
gene7386	26	21	14
gene7387	18	30	21
gene7388	19	16	24
gene7389	39	33	35
gene7390	12	25	24
gene7391	15	23	19
gene7392	14	10	12
gene7393	16	14	11
gene7394	22	22	13
gene7395	14	17	19
gene7396	20	11	18
gene7397	24	18	32
gene7398	35	21	23
gene7399	6	7	10
gene7400	23	26	22
gene7401	26	23	19
gene7402	12	16	20
gene7403	25	11	18
gene7404	11	15	17
gene7405	31	34	35
gene7406	17	18	14
gene7407	15	15	23
gene7408	24	21	22
gene7409	10	12	18
gene7410	15	7	10
gene7411	25	17	20
gene7412	18	28	26
gene7413	20	38	33
gene7414	24	29	23
gene7415	14	18	14
gene7416	27	21	21
gene7417	23	10	19
gene7418	24	24	22
gene7419	20	15	10
gene7420	18	25	23
gene7421	17	16	16
gene7422	25	11	15
gene7423	29	32	21
gene7424	28	20	18
gene7425	15	12	11
gene7426	15	19	20
gene7427	17	15	23
gene7428	31	32	23
gene7429	34	30	27
gene7430	11	8	5
gene7431	21	35	29
gene7432	6	12	9
gene7433	20	18	24
gene7434	18	15	21
gene7435	14	11	12
gene7436	26	17	13
gene7437	25	22	21
gene7438	24	26	18
gene7439	24	34	24
gene7440	11	16	21
gene7441	15	5	11
gene7442	31	19	27
gene7443	33	28	22
gene7444	29	31	17
gene7445	41	30	33
gene7446	11	13	16
gene7447	13	11	5
gene7448	13	11	13
gene7449	29	23	25
gene7450	14	20	23
gene7451	22	25	21
gene7452	21	19	17
gene7453	31	20	29
gene7454	20	28	21
gene7455	16	25	18
gene7456	24	33	32
gene7457	20	12	20
gene7458	21	19	27
gene7459	36	30	29
gene7460	16	24	10
gene7461	22	32	31
gene7462	25	13	25
gene7463	21	26	19
gene7464	25	16	16
gene7465	19	16	20
gene7466	25	29	40
gene7467	17	17	24
gene7468	11	10	16
gene7469	22	23	11
gene7470	13	16	19
gene7471	20	18	27
gene7472	19	22	21
gene7473	25	19	12
gene7474	33	29	47
gene7475	28	34	24
gene7476	14	16	19
gene7477	11	9	10
gene7478	32	28	32
gene7479	30	28	23
gene7480	14	17	14
gene7481	17	12	14
gene7482	23	33	27
gene7483	26	24	20
gene7484	23	28	25
gene7485	14	12	17
gene7486	28	25	23
gene7487	24	24	20
gene7488	16	13	11
gene7489	21	17	14
gene7490	21	16	21
gene7491	2	9	5
gene7492	13	13	15
gene7493	12	15	20
gene7494	18	16	23
gene7495	24	17	23
gene7496	15	21	7
gene7497	4	1	5
gene7498	14	15	11
gene7499	16	11	20
gene7500	8	19	12
gene7501	26	25	27
gene7502	21	18	17
gene7503	31	27	24
gene7504	19	26	24
gene7505	21	20	19
gene7506	25	18	31
gene7507	10	10	11
gene7508	16	13	20
gene7509	27	42	38
gene7510	26	24	25
gene7511	22	25	29
gene7512	29	28	26
gene7513	15	14	18
gene7514	7	13	10
gene7515	14	12	18
gene7516	12	11	15
gene7517	11	6	6
gene7518	24	29	18
gene7519	9	17	11
gene7520	17	17	23
gene7521	32	23	27
gene7522	22	25	22
gene7523	16	21	26
gene7524	22	14	20
gene7525	14	19	10
gene7526	17	20	23
gene7527	29	19	24
gene7528	22	25	27
gene7529	18	21	15
gene7530	8	7	5
gene7531	31	31	19
gene7532	15	15	14
gene7533	23	19	18
gene7534	23	11	14
gene7535	33	21	34
gene7536	20	17	17
gene7537	20	16	11
gene7538	17	22	13
gene7539	36	24	21
gene7540	21	38	27
gene7541	16	18	9
gene7542	31	18	27
gene7543	14	16	15
gene7544	28	15	25
gene7545	19	24	27
gene7546	15	18	13
gene7547	33	24	23
gene7548	25	21	17
gene7549	15	22	25
gene7550	21	18	25
gene7551	26	19	21
gene7552	19	23	19
gene7553	25	25	29
gene7554	40	29	38
gene7555	15	15	22
gene7556	20	26	17
gene7557	24	15	10
gene7558	8	11	10
gene7559	22	28	27
gene7560	18	22	18
gene7561	29	29	25
gene7562	26	35	32
gene7563	21	26	21
gene7564	20	17	24
gene7565	10	6	19
gene7566	14	9	12
gene7567	25	27	36
gene7568	25	27	30
gene7569	20	24	12
gene7570	15	19	15
gene7571	16	14	16
gene7572	16	11	18
gene7573	16	26	18
gene7574	23	17	16
gene7575	24	18	19
gene7576	11	25	17
gene7577	20	31	26
gene7578	15	15	21
gene7579	26	28	18
gene7580	32	16	32
gene7581	17	15	16
gene7582	28	13	22
gene7583	26	9	18
gene7584	9	12	8
gene7585	18	19	22
gene7586	20	12	21
gene7587	15	7	18
gene7588	25	33	38
gene7589	19	21	24
gene7590	18	14	8
gene7591	34	23	26
gene7592	15	11	17
gene7593	7	5	12
gene7594	20	12	18
gene7595	24	12	21
gene7596	25	31	28
gene7597	15	17	14
gene7598	9	9	11
gene7599	14	13	8
gene7600	28	20	25
gene7601	15	14	17
gene7602	15	19	15
gene7603	23	28	21
gene7604	25	42	30
gene7605	21	30	22
gene7606	8	9	10
gene7607	5	2	3
gene7608	13	13	12
gene7609	29	19	34
gene7610	36	26	28
gene7611	5	6	7
gene7612	9	12	16
gene7613	20	19	23
gene7614	23	15	20
gene7615	25	22	25
gene7616	11	5	10
gene7617	21	22	19
gene7618	28	19	24
gene7619	17	15	15
gene7620	34	22	27
gene7621	17	18	21
gene7622	11	7	15
gene7623	31	24	20
gene7624	26	35	21
gene7625	8	18	14
gene7626	20	19	13
gene7627	23	26	14
gene7628	18	10	21
gene7629	9	9	19
gene7630	42	34	25
gene7631	22	25	13
gene7632	30	17	23
gene7633	16	14	18
gene7634	14	16	14
gene7635	24	22	30
gene7636	23	20	18
gene7637	44	28	33
gene7638	8	16	14
gene7639	9	12	9
gene7640	18	8	12
gene7641	26	36	20
gene7642	21	16	14
gene7643	12	21	23
gene7644	16	20	15
gene7645	14	14	19
gene7646	29	16	20
gene7647	15	17	11
gene7648	23	29	27
gene7649	18	23	28
gene7650	23	22	13
gene7651	32	17	21
gene7652	24	27	30
gene7653	24	14	25
gene7654	8	12	15
gene7655	22	18	20
gene7656	24	19	26
gene7657	18	15	14
gene7658	24	14	26
gene7659	28	25	28
gene7660	16	10	12
gene7661	5	6	8
gene7662	16	19	21
gene7663	4	9	8
gene7664	19	18	25
gene7665	28	23	20
gene7666	12	20	13
gene7667	39	49	23
gene7668	9	11	12
gene7669	13	13	22
gene7670	12	18	14
gene7671	28	17	24
gene7672	18	15	16
gene7673	15	20	8
gene7674	14	15	17
gene7675	25	20	20
gene7676	17	18	17
gene7677	24	18	17
gene7678	17	24	23
gene7679	12	16	16
gene7680	37	29	35
gene7681	37	33	34
gene7682	5	4	20
gene7683	13	19	11
gene7684	25	28	30
gene7685	21	21	23
gene7686	17	19	12
gene7687	31	31	31
gene7688	14	8	18
gene7689	35	20	32
gene7690	14	26	27
gene7691	18	27	26
gene7692	20	11	11
gene7693	14	21	15
gene7694	8	7	7
gene7695	11	28	18
gene7696	9	18	22
gene7697	19	17	17
gene7698	7	17	16
gene7699	21	25	24
gene7700	21	19	20
gene7701	22	32	19
gene7702	25	23	22
gene7703	27	27	29
gene7704	15	17	15
gene7705	22	23	22
gene7706	22	19	18
gene7707	14	10	10
gene7708	32	34	26
gene7709	32	20	20
gene7710	19	22	29
gene7711	15	12	12
gene7712	32	19	23
gene7713	31	42	31
gene7714	9	9	11
gene7715	22	21	20
